EmpID,Department,MonthlyIncome,MonthlyRate,DailyRate,HourlyRate,StandardHours,OverTime,SalarySlab,DistanceFromHome,BusinessTravel,PercentSalaryHike
RM1250,Sales,2760,14630,428,52,80,No,Upto 5k,9,Travel_Rarely,13
RM1251,Research & Development,6294,23060,461,70,80,Yes,5k-10k,1,Travel_Frequently,12
RM1259,Research & Development,2109,10007,590,91,80,No,Upto 5k,4,Travel_Rarely,13
RM1314,Human Resources,2335,3157,350,56,80,Yes,Upto 5k,13,Travel_Rarely,15
RM1319,Research & Development,3812,7003,574,40,80,No,Upto 5k,20,Travel_Frequently,13
RM1325,Research & Development,6384,21143,726,93,80,No,5k-10k,29,Travel_Rarely,17
RM1330,Human Resources,2804,15434,352,87,80,No,Upto 5k,6,TravelRarely,11
RM1333,Research & Development,2439,14753,459,73,80,Yes,Upto 5k,24,Travel_Frequently,24
RM1344,Research & Development,2062,19384,592,59,80,No,Upto 5k,7,Travel_Rarely,14
RM1366,Sales,1091,10642,746,45,80,No,Upto 5k,24,Travel_Frequently,17
RM1388,Research & Development,5373,6225,136,89,80,No,5k-10k,1,Travel_Rarely,12
RM1443,Research & Development,4787,26124,1092,36,80,Yes,Upto 5k,1,Travel_Rarely,14
RM1460,Research & Development,4025,23679,1378,46,80,Yes,Upto 5k,13,Travel_Rarely,13
RM1461,Research & Development,3785,8489,468,73,80,No,Upto 5k,28,Travel_Rarely,14
RM008,Research & Development,2693,13335,1358,67,80,No,Upto 5k,24,Travel_Rarely,22
RM033,Research & Development,2206,16117,125,83,80,No,Upto 5k,9,Travel_Rarely,13
RM045,Research & Development,4011,10781,721,58,80,No,Upto 5k,1,Travel_Frequently,23
RM081,Research & Development,5126,15998,852,55,80,Yes,5k-10k,1,Travel_Rarely,12
RM089,Research & Development,4152,15830,288,99,80,No,Upto 5k,2,Travel_Rarely,19
RM093,Sales,5209,19760,1334,63,80,Yes,5k-10k,4,Travel_Rarely,12
RM121,Research & Development,2613,22310,1312,96,80,No,Upto 5k,23,Travel_Frequently,25
RM140,Human Resources,6347,13982,1240,48,80,Yes,5k-10k,9,Travel_Rarely,19
RM144,Research & Development,2632,23910,438,75,80,No,Upto 5k,18,Travel_Rarely,14
RM146,Research & Development,3204,10415,201,84,80,No,Upto 5k,5,Travel_Rarely,14
RM147,Research & Development,2720,11162,1427,35,80,No,Upto 5k,2,Travel_Rarely,13
RM168,Sales,9419,8053,1339,41,80,No,5k-10k,5,Travel_Rarely,12
RM174,Research & Development,3072,11012,111,66,80,No,Upto 5k,9,Non-Travel,11
RM212,Research & Development,8474,20925,829,88,80,No,5k-10k,1,Non-Travel,22
RM215,Research & Development,2657,8556,1005,88,80,Yes,Upto 5k,3,Travel_Rarely,11
RM217,Sales,6696,22967,334,52,80,No,5k-10k,26,Travel_Frequently,15
RM325,Research & Development,5775,11934,1275,64,80,No,5k-10k,28,Travel_Rarely,13
RM339,Sales,6118,5431,570,30,80,No,5k-10k,5,Travel_Rarely,13
RM355,Sales,4736,6069,641,85,80,Yes,Upto 5k,25,Non-Travel,12
RM382,Sales,2476,17434,202,72,80,No,Upto 5k,2,Travel_Rarely,18
RM386,Research & Development,2285,3427,464,40,80,Yes,Upto 5k,4,Travel_Frequently,23
RM403,Sales,6577,19558,1082,83,80,No,5k-10k,12,Travel_Rarely,11
RM411,Research & Development,6091,24793,317,43,80,No,5k-10k,2,Travel_Rarely,20
RM420,Research & Development,2097,16734,1400,53,80,No,Upto 5k,3,Non-Travel,15
RM424,Sales,8412,2890,1398,69,80,No,5k-10k,22,Non-Travel,11
RM427,Research & Development,2564,7181,1116,49,80,No,Upto 5k,2,Non-Travel,14
RM438,Sales,2983,18398,413,57,80,No,Upto 5k,7,Travel_Rarely,14
RM481,Sales,2033,14470,448,74,80,No,Upto 5k,12,Travel_Frequently,18
RM502,Research & Development,2083,22653,160,71,80,No,Upto 5k,3,Travel_Frequently,20
RM546,Sales,5304,25275,501,99,80,No,5k-10k,27,Travel_Rarely,23
RM582,Research & Development,3833,24375,921,38,80,No,Upto 5k,1,Travel_Rarely,21
RM603,Research & Development,6877,20234,946,52,80,Yes,5k-10k,2,Travel_Rarely,24
RM624,Research & Development,3761,2373,1012,75,80,No,Upto 5k,5,Travel_Frequently,12
RM703,Sales,7264,9977,231,62,80,No,5k-10k,8,Travel_Rarely,11
RM721,Research & Development,2132,11539,138,48,80,Yes,Upto 5k,22,Travel_Rarely,11
RM731,Research & Development,11416,17802,153,73,80,Yes,10k-15k,8,Travel_Rarely,12
RM733,Research & Development,2422,25725,109,60,80,No,Upto 5k,5,Travel_Frequently,17
RM783,Research & Development,9957,9096,1176,85,80,No,5k-10k,20,Travel_Rarely,15
RM845,Sales,6578,2706,852,72,80,No,5k-10k,10,Travel_Rarely,18
RM866,Sales,4115,13192,1329,61,80,No,Upto 5k,29,Travel_Rarely,19
RM875,Research & Development,3491,11309,853,49,80,No,Upto 5k,7,Travel_Rarely,13
RM887,Research & Development,3579,9369,1465,63,80,Yes,Upto 5k,1,Travel_Rarely,21
RM932,Research & Development,4695,12858,879,72,80,Yes,Upto 5k,9,Non-Travel,18
RM942,Research & Development,4627,23631,1138,48,80,No,Upto 5k,6,Travel_Rarely,12
RM949,Research & Development,11916,25927,634,95,80,Yes,10k-15k,17,Travel_Rarely,23
RM1014,Sales,4779,12761,855,73,80,No,Upto 5k,7,Travel_Rarely,14
RM1050,Sales,5301,2939,1358,96,80,No,5k-10k,16,Travel_Rarely,15
RM1053,Research & Development,1274,7152,990,64,80,No,Upto 5k,7,Non-Travel,13
RM1065,Human Resources,2064,15428,330,46,80,No,Upto 5k,1,Travel_Rarely,21
RM1107,Sales,9714,5323,740,64,80,No,5k-10k,1,Travel_Rarely,11
RM1110,Sales,9250,17799,1288,33,80,No,5k-10k,29,Travel_Rarely,12
RM1142,Research & Development,2141,5348,241,48,80,No,Upto 5k,7,Travel_Rarely,12
RM1234,Research & Development,2862,3811,793,33,80,No,Upto 5k,16,Travel_Rarely,12
RM1245,Research & Development,4968,26427,1312,78,80,No,Upto 5k,2,Travel_Frequently,16
RM1247,Human Resources,2180,9732,600,66,80,No,Upto 5k,8,Travel_Frequently,11
RM1252,Sales,7140,3088,979,94,80,No,5k-10k,15,Travel_Rarely,11
RM1260,Research & Development,5294,9128,305,58,80,No,5k-10k,16,Travel_Rarely,16
RM1297,Research & Development,9667,2739,1092,64,80,No,5k-10k,10,Travel_Rarely,14
RM1339,Sales,1081,16019,945,89,80,No,Upto 5k,9,Travel_Rarely,13
RM1413,Research & Development,3748,4077,911,76,80,No,Upto 5k,1,Travel_Rarely,13
RM013,Research & Development,2911,15170,670,31,80,No,Upto 5k,26,Travel_Rarely,17
RM059,Research & Development,5915,9528,655,48,80,No,5k-10k,7,Travel_Rarely,22
RM073,Research & Development,2501,18775,1082,87,80,No,Upto 5k,1,Travel_Rarely,17
RM076,Research & Development,4424,20682,746,61,80,No,Upto 5k,8,Travel_Rarely,23
RM125,Sales,6172,20739,249,76,80,Yes,5k-10k,6,Travel_Rarely,18
RM133,Sales,4559,24788,542,71,80,Yes,Upto 5k,20,Travel_Rarely,11
RM181,Research & Development,3929,6984,140,95,80,Yes,Upto 5k,12,Travel_Rarely,23
RM225,Research & Development,4345,4381,979,90,80,No,Upto 5k,1,Non-Travel,12
RM246,Research & Development,13675,13523,1327,73,80,No,10k-15k,3,Travel_Frequently,12
RM260,Research & Development,3479,11652,307,71,80,No,Upto 5k,29,Travel_Frequently,11
RM267,Research & Development,5582,14408,1463,64,80,No,5k-10k,23,Travel_Rarely,21
RM293,Sales,2789,3909,444,84,80,No,Upto 5k,5,Travel_Frequently,11
RM304,Sales,6929,12241,218,100,80,No,5k-10k,7,Travel_Rarely,11
RM310,Research & Development,4821,10077,691,86,80,Yes,Upto 5k,5,Travel_Rarely,12
RM311,Human Resources,6410,17822,106,62,80,No,5k-10k,2,Travel_Rarely,12
RM313,Research & Development,2695,7747,192,32,80,Yes,Upto 5k,2,Travel_Rarely,18
RM322,Sales,7547,7143,691,73,80,No,5k-10k,7,Travel_Rarely,12
RM326,Research & Development,8943,14034,798,48,80,No,5k-10k,7,Travel_Frequently,24
RM343,Research & Development,7143,25713,1232,39,80,Yes,5k-10k,7,Travel_Rarely,14
RM370,Research & Development,2657,7551,408,42,80,Yes,Upto 5k,9,Travel_Rarely,16
RM395,Research & Development,4306,4156,480,31,80,No,Upto 5k,7,Travel_Rarely,12
RM400,Research & Development,2218,16193,329,98,80,No,Upto 5k,1,Travel_Rarely,12
RM435,Research & Development,10648,14394,1274,33,80,No,10k-15k,9,Travel_Rarely,25
RM440,Research & Development,9824,22908,534,66,80,No,5k-10k,20,Travel_Frequently,12
RM451,Sales,6582,8346,828,77,80,Yes,5k-10k,2,Travel_Rarely,13
RM457,Sales,11557,25291,688,44,80,No,10k-15k,7,Travel_Rarely,21
RM483,Sales,4233,11512,1365,46,80,No,Upto 5k,13,Travel_Rarely,17
RM485,Sales,5460,6219,525,66,80,No,5k-10k,6,Travel_Rarely,22
RM645,Research & Development,2356,14871,1222,48,80,Yes,Upto 5k,11,Travel_Rarely,19
RM676,Sales,2329,11737,154,41,80,No,Upto 5k,7,Travel_Rarely,15
RM680,Sales,6932,24406,1188,45,80,No,5k-10k,20,Non-Travel,13
RM691,Research & Development,5855,17369,616,41,80,Yes,5k-10k,12,Travel_Rarely,11
RM710,Research & Development,2321,10322,335,46,80,Yes,Upto 5k,9,Non-Travel,22
RM727,Research & Development,4148,11275,853,96,80,No,Upto 5k,1,Travel_Frequently,12
RM819,Sales,2791,21981,793,67,80,No,Upto 5k,20,Travel_Frequently,12
RM832,Research & Development,2610,6233,874,72,80,No,Upto 5k,15,Travel_Frequently,12
RM896,Research & Development,6833,17089,1332,80,80,Yes,5k-10k,11,Travel_Rarely,12
RM897,Research & Development,6812,17198,1062,96,80,No,5k-10k,24,Travel_Rarely,19
RM951,Sales,9852,8935,587,57,80,Yes,5k-10k,2,Non-Travel,19
RM953,Sales,2302,8319,1060,54,80,Yes,Upto 5k,1,Travel_Frequently,11
RM981,Sales,2785,11882,703,90,80,No,Upto 5k,2,Travel_Frequently,14
RM986,Research & Development,6179,21057,330,98,80,Yes,5k-10k,22,Travel_Rarely,15
RM1013,Sales,1359,16154,667,50,80,No,Upto 5k,1,Travel_Frequently,12
RM1015,Research & Development,16422,8847,182,93,80,No,15k+,8,Travel_Rarely,11
RM1017,Research & Development,1261,22262,202,34,80,No,Upto 5k,8,Travel_Rarely,12
RM1031,Sales,10793,8386,326,31,80,No,10k-15k,8,Travel_Rarely,18
RM1034,Research & Development,7446,8931,1445,100,80,No,5k-10k,1,Travel_Frequently,11
RM1036,Human Resources,2109,24609,1398,96,80,No,Upto 5k,8,Travel_Rarely,18
RM1037,Research & Development,3722,21081,523,94,80,Yes,Upto 5k,2,Travel_Frequently,13
RM1086,Research & Development,4084,4156,561,33,80,No,Upto 5k,3,Travel_Frequently,12
RM1145,Sales,5332,21602,715,54,80,No,5k-10k,2,Travel_Frequently,13
RM1192,Sales,5476,22589,1112,67,80,No,5k-10k,5,Travel_Rarely,11
RM1228,Research & Development,3477,18103,741,69,80,No,Upto 5k,2,Travel_Rarely,14
RM1240,Research & Development,5238,6670,163,30,80,No,5k-10k,24,Travel_Frequently,20
RM1248,Sales,8346,20943,1003,51,80,No,5k-10k,5,Travel_Rarely,19
RM1258,Sales,8161,19002,1079,70,80,No,5k-10k,16,Travel_Rarely,13
RM1275,Sales,5468,13402,196,91,80,No,5k-10k,29,Travel_Rarely,14
RM1307,Sales,9637,8277,1125,68,80,No,5k-10k,7,Travel_Frequently,14
RM1313,Human Resources,2956,21495,359,89,80,No,Upto 5k,18,Travel_Rarely,17
RM1342,Research & Development,4197,18624,311,89,80,No,Upto 5k,20,Travel_Rarely,11
RM1359,Sales,6583,20115,1079,86,80,Yes,5k-10k,10,Travel_Rarely,11
RM1361,Research & Development,3978,16031,471,62,80,No,Upto 5k,4,Travel_Rarely,12
RM1383,Research & Development,3065,3995,976,48,80,Yes,Upto 5k,3,Non-Travel,13
RM1390,Research & Development,5003,5771,1125,48,80,No,5k-10k,1,Travel_Frequently,21
RM1396,Sales,5617,21075,754,63,80,Yes,5k-10k,26,Travel_Frequently,11
RM1403,Research & Development,1129,17536,1276,59,80,Yes,Upto 5k,2,Travel_Rarely,11
RM1406,Research & Development,11031,26862,697,40,80,No,10k-15k,10,Non-Travel,20
RM1418,Sales,3067,6393,1154,54,80,No,Upto 5k,2,Travel_Rarely,19
RM1464,Research & Development,9936,3787,325,74,80,No,5k-10k,5,Non-Travel,19
RM006,Research & Development,3068,11864,1005,79,80,No,Upto 5k,2,Travel_Frequently,13
RM017,Research & Development,3298,15053,334,80,80,Yes,Upto 5k,5,Travel_Rarely,12
RM027,Research & Development,3919,4681,1125,72,80,Yes,Upto 5k,16,Travel_Frequently,22
RM061,Research & Development,6162,10877,427,33,80,Yes,5k-10k,1,Travel_Rarely,22
RM074,Research & Development,6220,7346,548,66,80,No,5k-10k,1,Travel_Rarely,17
RM095,Sales,5010,24301,1093,87,80,No,5k-10k,6,Travel_Rarely,16
RM102,Research & Development,2956,15178,827,71,80,No,Upto 5k,1,Travel_Rarely,13
RM141,Research & Development,4200,10224,1033,41,80,No,Upto 5k,9,Travel_Rarely,22
RM145,Sales,4668,22812,689,35,80,No,Upto 5k,9,Travel_Frequently,17
RM155,Sales,8998,15589,967,43,80,No,5k-10k,8,Travel_Frequently,14
RM170,Research & Development,3038,12430,120,43,80,No,Upto 5k,6,Travel_Rarely,20
RM211,Sales,10400,25812,1045,32,80,No,10k-15k,4,Travel_Rarely,11
RM239,Sales,3931,20990,1401,56,80,No,Upto 5k,4,Travel_Rarely,11
RM240,Research & Development,3730,9571,515,62,80,Yes,Upto 5k,1,Travel_Rarely,14
RM242,Sales,4465,12069,976,100,80,No,Upto 5k,26,Non-Travel,18
RM261,Research & Development,2794,26062,1311,100,80,No,Upto 5k,7,Travel_Frequently,20
RM263,Research & Development,2176,19737,128,84,80,No,Upto 5k,2,Travel_Rarely,13
RM307,Sales,5484,16985,906,91,80,No,5k-10k,7,Travel_Rarely,14
RM320,Sales,5228,24624,588,65,80,Yes,5k-10k,8,Travel_Rarely,11
RM323,Research & Development,5055,10557,1018,74,80,No,5k-10k,2,Travel_Rarely,16
RM352,Research & Development,2370,3956,1062,75,80,No,Upto 5k,2,Travel_Rarely,13
RM470,Sales,4707,23914,1474,60,80,No,Upto 5k,11,Non-Travel,12
RM501,Research & Development,6322,18089,646,92,80,Yes,5k-10k,9,Travel_Rarely,12
RM528,Sales,5396,21703,929,55,80,No,5k-10k,10,Travel_Rarely,12
RM532,Research & Development,11159,19373,1018,39,80,No,10k-15k,3,Travel_Rarely,15
RM559,Research & Development,5309,21146,430,80,80,No,5k-10k,24,Travel_Frequently,15
RM601,Research & Development,6162,19124,859,98,80,No,5k-10k,4,Travel_Rarely,12
RM623,Sales,4403,9250,117,73,80,No,Upto 5k,13,Travel_Rarely,11
RM627,Research & Development,5175,22162,638,91,80,No,5k-10k,8,Travel_Rarely,12
RM638,Research & Development,2314,9148,300,61,80,No,Upto 5k,1,Non-Travel,12
RM642,Sales,6524,8891,379,48,80,No,5k-10k,5,Travel_Frequently,14
RM657,Research & Development,2795,18016,374,87,80,Yes,Upto 5k,25,Travel_Rarely,24
RM683,Research & Development,2332,3974,1184,70,80,No,Upto 5k,1,Non-Travel,20
RM693,Research & Development,6725,13554,498,93,80,No,5k-10k,3,Travel_Rarely,12
RM757,Research & Development,4025,11135,1109,69,80,No,Upto 5k,29,Non-Travel,12
RM851,Sales,2827,14947,862,76,80,No,Upto 5k,2,Non-Travel,12
RM881,Research & Development,2743,7331,116,77,80,No,Upto 5k,13,Travel_Frequently,20
RM882,Research & Development,4998,2338,1316,38,80,Yes,Upto 5k,2,Travel_Frequently,14
RM936,Sales,6209,11693,604,56,80,No,5k-10k,8,Travel_Rarely,15
RM940,Research & Development,4883,22845,1089,79,80,No,Upto 5k,7,Travel_Rarely,18
RM992,Sales,4078,20497,499,36,80,Yes,Upto 5k,2,Travel_Rarely,13
RM1027,Sales,9204,23343,601,97,80,No,5k-10k,7,Travel_Rarely,12
RM1076,Research & Development,11244,21072,495,64,80,No,10k-15k,10,Travel_Rarely,25
RM1102,Research & Development,5878,15624,824,67,80,No,5k-10k,5,Travel_Rarely,12
RM1114,Research & Development,4087,25174,1200,62,80,No,Upto 5k,1,Non-Travel,14
RM1140,Research & Development,3312,18783,634,35,80,No,Upto 5k,5,Travel_Rarely,17
RM1191,Research & Development,5470,25518,977,45,80,No,5k-10k,2,Travel_Rarely,13
RM1206,Research & Development,1393,24852,1259,95,80,No,Upto 5k,2,Travel_Rarely,12
RM1227,Research & Development,3433,17360,585,56,80,No,Upto 5k,10,Travel_Frequently,13
RM1238,Sales,6735,12147,964,34,80,No,5k-10k,1,Travel_Rarely,15
RM1242,Sales,9610,3840,371,80,80,No,5k-10k,19,Travel_Rarely,13
RM1261,Research & Development,2718,17674,953,65,80,No,Upto 5k,5,Non-Travel,14
RM1320,Sales,4648,26075,1318,79,80,No,Upto 5k,10,Travel_Frequently,13
RM1327,Sales,9907,26186,414,82,80,Yes,5k-10k,2,Travel_Rarely,12
RM1376,Research & Development,2432,15318,238,47,80,Yes,Upto 5k,5,Travel_Frequently,14
RM1389,Research & Development,6667,16542,1146,34,80,No,5k-10k,15,Non-Travel,18
RM1395,Research & Development,9679,10138,1373,56,80,No,5k-10k,5,Travel_Rarely,24
RM1427,Research & Development,2837,15919,267,49,80,No,Upto 5k,29,Travel_Rarely,13
RM1429,Sales,2269,18024,234,68,80,No,Upto 5k,1,Travel_Rarely,14
RM1432,Sales,10422,24032,801,48,80,No,10k-15k,1,Travel_Rarely,19
RM1450,Research & Development,2439,11288,529,78,80,No,Upto 5k,2,Travel_Rarely,14
RM004,Research & Development,2909,23159,1392,56,80,Yes,Upto 5k,3,Travel_Frequently,11
RM031,Research & Development,2496,6670,924,78,80,No,Upto 5k,2,Travel_Rarely,11
RM040,Sales,5376,3193,1141,42,80,No,5k-10k,1,Travel_Frequently,19
RM056,Research & Development,13458,15146,515,98,80,Yes,10k-15k,1,Travel_Frequently,12
RM122,Sales,6146,15480,750,95,80,No,5k-10k,22,Non-Travel,13
RM177,Research & Development,2500,10515,134,90,80,No,Upto 5k,2,Travel_Rarely,14
RM186,Research & Development,2756,4673,931,72,80,No,Upto 5k,14,Travel_Rarely,13
RM222,Research & Development,2622,13248,147,47,80,No,Upto 5k,4,Travel_Rarely,21
RM235,Research & Development,2436,22149,813,58,80,Yes,Upto 5k,14,Travel_Rarely,13
RM237,Research & Development,2707,21509,465,39,80,No,Upto 5k,2,Travel_Rarely,20
RM247,Research & Development,2911,14776,832,63,80,No,Upto 5k,5,Travel_Rarely,13
RM314,Research & Development,11878,23364,553,74,80,No,10k-15k,5,Travel_Frequently,11
RM329,Sales,4682,4317,508,46,80,No,Upto 5k,10,Travel_Frequently,14
RM364,Sales,2851,9150,350,34,80,Yes,Upto 5k,5,Travel_Rarely,13
RM436,Research & Development,13610,24619,1277,56,80,Yes,10k-15k,15,Travel_Rarely,12
RM437,Research & Development,3408,6705,587,38,80,No,Upto 5k,10,Travel_Rarely,13
RM456,Research & Development,16184,22578,922,95,80,No,15k+,1,Travel_Rarely,19
RM500,Sales,7104,20431,1216,39,80,No,5k-10k,8,Travel_Rarely,12
RM510,Research & Development,7725,5335,1296,30,80,No,5k-10k,6,Travel_Frequently,23
RM515,Research & Development,3348,3164,1076,70,80,Yes,Upto 5k,3,Travel_Frequently,11
RM563,Research & Development,2686,5207,527,63,80,Yes,Upto 5k,1,Travel_Rarely,13
RM591,Research & Development,11691,25995,213,49,80,No,10k-15k,7,Travel_Rarely,11
RM592,Sales,5324,26507,118,69,80,No,5k-10k,16,Travel_Rarely,15
RM620,Sales,4037,21816,586,48,80,No,Upto 5k,1,Travel_Rarely,22
RM656,Human Resources,2277,22650,1075,57,80,Yes,Upto 5k,3,Travel_Rarely,11
RM674,Research & Development,2799,3339,1198,100,80,Yes,Upto 5k,1,Travel_Rarely,11
RM695,Research & Development,6949,12291,1069,42,80,No,5k-10k,1,Travel_Rarely,14
RM711,Sales,17444,20489,722,38,80,No,15k+,17,Non-Travel,11
RM713,Research & Development,3452,17241,461,53,80,No,Upto 5k,13,Travel_Rarely,18
RM716,Research & Development,5488,20161,827,84,80,Yes,5k-10k,1,Travel_Frequently,13
RM755,Sales,2342,21437,1038,88,80,No,Upto 5k,8,Non-Travel,19
RM791,Research & Development,7119,21214,654,34,80,No,5k-10k,5,Travel_Rarely,15
RM793,Research & Development,4508,3129,827,54,80,No,Upto 5k,29,Travel_Frequently,22
RM799,Research & Development,2313,2993,1017,55,80,Yes,Upto 5k,25,Travel_Rarely,20
RM803,Sales,4302,13401,970,30,80,No,Upto 5k,7,Travel_Frequently,17
RM830,Sales,8224,18385,603,77,80,Yes,5k-10k,9,Travel_Rarely,17
RM864,Human Resources,3600,8429,147,99,80,No,Upto 5k,2,Travel_Rarely,13
RM873,Sales,4539,4905,1146,82,80,No,Upto 5k,25,Travel_Frequently,12
RM884,Research & Development,2781,6311,117,60,80,No,Upto 5k,9,Travel_Rarely,13
RM909,Sales,8380,21708,536,82,80,Yes,5k-10k,10,Travel_Rarely,14
RM991,Sales,9998,19293,1111,61,80,No,5k-10k,5,Travel_Frequently,13
RM1048,Sales,4373,17456,430,54,80,No,Upto 5k,7,Travel_Frequently,14
RM1067,Research & Development,3838,8192,1099,82,80,No,Upto 5k,4,Travel_Rarely,11
RM1075,Research & Development,6388,22049,516,69,80,Yes,5k-10k,8,Travel_Rarely,17
RM1092,Research & Development,4320,24152,575,44,80,No,Upto 5k,25,Travel_Rarely,13
RM1096,Research & Development,5207,22949,589,79,80,Yes,5k-10k,28,Travel_Rarely,12
RM1106,Sales,6392,10589,1242,46,80,No,5k-10k,8,Travel_Rarely,13
RM1190,Sales,5505,3921,392,93,80,No,5k-10k,2,Travel_Rarely,14
RM1199,Sales,5368,16130,530,36,80,Yes,5k-10k,16,Non-Travel,25
RM1211,Research & Development,2028,13637,267,79,80,No,Upto 5k,21,Travel_Rarely,18
RM1254,Sales,5147,10697,1283,62,80,No,5k-10k,2,Non-Travel,15
RM1256,Sales,8564,10092,211,74,80,Yes,5k-10k,16,Travel_Rarely,20
RM1266,Research & Development,3055,6194,775,90,80,No,Upto 5k,4,Non-Travel,15
RM1283,Research & Development,3143,6076,867,90,80,No,Upto 5k,8,Travel_Rarely,19
RM1364,Sales,5487,10410,217,43,80,No,5k-10k,10,Travel_Rarely,14
RM1399,Research & Development,5968,18079,1303,36,80,No,5k-10k,7,Travel_Frequently,20
RM1416,Research & Development,2008,20439,1313,59,80,No,Upto 5k,1,Non-Travel,12
RM1426,Research & Development,4878,21653,501,95,80,Yes,Upto 5k,15,Travel_Rarely,13
RM014,Research & Development,2661,8758,1346,93,80,No,Upto 5k,19,TravelRarely,11
RM023,Research & Development,11994,21293,419,53,80,No,10k-15k,7,TravelRarely,11
RM025,Research & Development,2960,17102,699,83,80,No,Upto 5k,6,Travel_Rarely,11
RM047,Sales,4568,10034,1065,72,80,No,Upto 5k,23,Non-Travel,20
RM085,Research & Development,4325,17736,1153,94,80,No,Upto 5k,1,Travel_Rarely,15
RM104,Research & Development,4809,12482,665,41,80,No,Upto 5k,6,Travel_Rarely,14
RM112,Research & Development,6074,22887,658,66,80,Yes,5k-10k,7,Travel_Frequently,24
RM115,Research & Development,4505,15000,1031,45,80,No,Upto 5k,6,Travel_Rarely,15
RM117,Research & Development,11631,5615,1354,45,80,No,10k-15k,5,Travel_Rarely,12
RM160,Sales,2231,11314,303,75,80,No,Upto 5k,2,Travel_Frequently,18
RM182,Research & Development,2311,5711,629,95,80,No,Upto 5k,27,Travel_Rarely,15
RM189,Research & Development,9547,14074,1069,45,80,No,5k-10k,2,Travel_Frequently,17
RM203,Research & Development,3815,5972,878,43,80,Yes,Upto 5k,10,Travel_Frequently,17
RM248,Research & Development,5957,23687,470,84,80,No,5k-10k,2,Travel_Rarely,13
RM379,Sales,5304,4652,1362,67,80,Yes,5k-10k,19,Non-Travel,13
RM394,Sales,6538,12740,1381,72,80,No,5k-10k,4,Non-Travel,15
RM416,Sales,2351,12253,296,33,80,No,Upto 5k,6,Travel_Frequently,16
RM433,Research & Development,2768,8416,1303,62,80,No,Upto 5k,2,Travel_Rarely,12
RM441,Human Resources,9950,11533,988,43,80,Yes,5k-10k,23,Travel_Frequently,15
RM463,Sales,5337,19921,258,74,80,No,5k-10k,21,Travel_Rarely,12
RM482,Research & Development,3622,22794,254,83,80,Yes,Upto 5k,1,Travel_Rarely,13
RM495,Sales,2579,2912,204,31,80,Yes,Upto 5k,14,Travel_Rarely,18
RM504,Research & Development,2691,7660,1397,42,80,No,Upto 5k,1,Travel_Rarely,12
RM525,Research & Development,8621,17654,1442,46,80,No,5k-10k,9,Travel_Rarely,14
RM550,Research & Development,6142,7360,970,96,80,No,5k-10k,8,Travel_Rarely,11
RM561,Research & Development,5121,4187,167,32,80,No,5k-10k,8,Travel_Rarely,14
RM568,Sales,6274,18686,304,60,80,No,5k-10k,2,Travel_Rarely,22
RM575,Research & Development,3280,13551,182,72,80,No,Upto 5k,1,Travel_Rarely,16
RM580,Research & Development,4381,7530,121,86,80,No,Upto 5k,2,Travel_Rarely,11
RM584,Sales,6500,13305,1111,93,80,No,5k-10k,8,Travel_Rarely,17
RM607,Research & Development,2553,8306,702,100,80,No,Upto 5k,16,Travel_Frequently,16
RM614,Human Resources,3737,2243,829,88,80,No,Upto 5k,3,Travel_Rarely,19
RM672,Research & Development,2008,6896,546,83,80,No,Upto 5k,10,Travel_Rarely,14
RM758,Sales,9725,12278,216,75,80,No,5k-10k,1,Travel_Rarely,11
RM764,Sales,2220,18410,1333,87,80,Yes,Upto 5k,10,Travel_Rarely,19
RM795,Research & Development,7756,22266,618,45,80,No,5k-10k,3,Travel_Frequently,17
RM804,Research & Development,2979,22478,697,40,80,No,Upto 5k,3,Non-Travel,17
RM823,Research & Development,4033,15834,1003,95,80,No,Upto 5k,2,Travel_Frequently,11
RM835,Sales,5714,5829,1400,70,80,No,5k-10k,9,Travel_Rarely,20
RM848,Research & Development,5343,25755,669,97,80,No,5k-10k,1,Travel_Frequently,20
RM907,Research & Development,2585,21643,1320,89,80,No,Upto 5k,20,Travel_Rarely,17
RM918,Sales,4538,6039,131,86,80,Yes,Upto 5k,2,Travel_Rarely,12
RM921,Research & Development,4444,22534,135,46,80,No,Upto 5k,19,Travel_Frequently,13
RM924,Human Resources,4490,21833,648,56,80,No,Upto 5k,11,Travel_Frequently,11
RM959,Research & Development,8500,5494,943,86,80,No,5k-10k,9,Travel_Rarely,11
RM965,Sales,6125,23553,507,66,80,No,5k-10k,15,Travel_Rarely,12
RM978,Research & Development,2029,15891,999,92,80,No,Upto 5k,26,Non-Travel,20
RM980,Research & Development,5429,17491,285,86,80,No,5k-10k,29,Travel_Rarely,13
RM984,Research & Development,6687,6163,404,98,80,No,5k-10k,2,Travel_Rarely,11
RM1016,Research & Development,2996,20284,560,91,80,No,Upto 5k,1,Travel_Frequently,14
RM1028,Research & Development,3294,3708,401,86,80,No,Upto 5k,1,Travel_Rarely,17
RM1040,Human Resources,2742,3072,1107,52,80,No,Upto 5k,9,Travel_Rarely,15
RM1049,Sales,4759,15891,1326,81,80,No,Upto 5k,3,Travel_Rarely,18
RM1056,Research & Development,17007,11929,829,71,80,No,15k+,15,Travel_Frequently,14
RM1059,Sales,4599,7815,790,40,80,Yes,Upto 5k,24,Travel_Rarely,23
RM1085,Sales,7083,12288,971,64,80,Yes,5k-10k,1,Travel_Rarely,14
